time,symbol,equity,pass
2025-04-17T00:00:00-04:00,PLUG,-98236.81620000022,28
2025-04-17T00:00:00-04:00,PLUG,-101875.21680000023,29
2025-04-17T00:00:00-04:00,PLUG,-105513.61740000024,30
2025-04-17T00:00:00-04:00,PLUG,-109152.01800000024,31
2025-04-17T00:00:00-04:00,PLUG,-112790.41860000025,32
2025-04-17T00:00:00-04:00,PLUG,-116428.81920000026,33
2025-04-17T00:00:00-04:00,PLUG,-120067.21980000027,34
2025-04-17T00:00:00-04:00,PLUG,-123705.62040000028,35
2025-04-17T00:00:00-04:00,PLUG,-127344.02100000028,36
2025-04-17T00:00:00-04:00,PLUG,-130982.42160000029,37
2025-04-17T00:00:00-04:00,PLUG,-134620.8222000003,38
2025-04-17T00:00:00-04:00,PLUG,-138259.22280000028,39
2025-04-17T00:00:00-04:00,PLUG,-141897.62340000027,40
2025-04-17T00:00:00-04:00,PLUG,-145536.02400000027,41
2025-04-17T00:00:00-04:00,PLUG,-149174.42460000026,42
2025-04-17T00:00:00-04:00,PLUG,-152812.82520000025,43
2025-04-17T00:00:00-04:00,PLUG,-156451.22580000025,44
2025-04-17T00:00:00-04:00,PLUG,-160089.62640000024,45
2025-04-17T00:00:00-04:00,PLUG,-163728.02700000023,46
2025-04-17T00:00:00-04:00,PLUG,-167366.42760000023,47
2025-04-17T00:00:00-04:00,PLUG,-171004.82820000022,48
2025-04-17T00:00:00-04:00,PLUG,-174643.22880000022,49
2025-04-17T00:00:00-04:00,PLUG,-178281.6294000002,50
2025-04-17T00:00:00-04:00,SOFI,0.0,1
2025-04-17T00:00:00-04:00,SOFI,2651.324999999999,2
2025-04-17T00:00:00-04:00,SOFI,5302.649999999998,3
2025-04-17T00:00:00-04:00,SOFI,7953.974999999997,4
2025-04-17T00:00:00-04:00,SOFI,10605.299999999996,5
2025-04-17T00:00:00-04:00,SOFI,13256.624999999995,6
2025-04-17T00:00:00-04:00,SOFI,15907.949999999993,7
2025-04-17T00:00:00-04:00,SOFI,18559.274999999994,8
2025-04-17T00:00:00-04:00,SOFI,21210.59999999999,9
2025-04-17T00:00:00-04:00,SOFI,23861.92499999999,10
2025-04-17T00:00:00-04:00,SOFI,26513.249999999985,11
2025-04-17T00:00:00-04:00,SOFI,29164.574999999983,12
2025-04-17T00:00:00-04:00,SOFI,31815.89999999998,13
2025-04-17T00:00:00-04:00,SOFI,34467.22499999998,14
2025-04-17T00:00:00-04:00,SOFI,37118.549999999974,15
2025-04-17T00:00:00-04:00,SOFI,39769.87499999997,16
2025-04-17T00:00:00-04:00,SOFI,42421.19999999997,17
2025-04-17T00:00:00-04:00,SOFI,45072.524999999965,18
2025-04-17T00:00:00-04:00,SOFI,47723.84999999996,19
2025-04-17T00:00:00-04:00,SOFI,50375.17499999996,20
2025-04-17T00:00:00-04:00,SOFI,53026.499999999956,21
2025-04-17T00:00:00-04:00,SOFI,55677.82499999995,22
2025-04-17T00:00:00-04:00,SOFI,58329.14999999995,23
2025-04-17T00:00:00-04:00,SOFI,60980.47499999995,24
2025-04-17T00:00:00-04:00,SOFI,63631.799999999945,25
2025-04-17T00:00:00-04:00,SOFI,66283.12499999994,26
2025-04-17T00:00:00-04:00,SOFI,68934.44999999994,27
2025-04-17T00:00:00-04:00,SOFI,71585.77499999994,28
2025-04-17T00:00:00-04:00,SOFI,74237.09999999993,29
2025-04-17T00:00:00-04:00,SOFI,76888.42499999993,30
2025-04-17T00:00:00-04:00,SOFI,79539.74999999993,31
2025-04-17T00:00:00-04:00,SOFI,82191.07499999992,32
2025-04-17T00:00:00-04:00,SOFI,84842.39999999992,33
2025-04-17T00:00:00-04:00,SOFI,87493.72499999992,34
2025-04-17T00:00:00-04:00,SOFI,90145.04999999992,35
2025-04-17T00:00:00-04:00,SOFI,92796.37499999991,36
2025-04-17T00:00:00-04:00,SOFI,95447.69999999991,37
2025-04-17T00:00:00-04:00,SOFI,98099.0249999999,38
2025-04-17T00:00:00-04:00,SOFI,100750.3499999999,39
